"Pentad","site_id","year","log_dist_coast","elev","log_hum.km2","wetcon","watrec","watext","log_watext","ndvi","prcp","tdiff","watrec:watext"
"2210_2915",8,2022,6.24297305316016,536.680323565679,1.32374655177383,2.03769156426895,1.44082643767212,3624,8.19560956728878,0.325371055279345,22.6458333333333,16.1833333333333,5221.55501012376
"2210_2915",8,2023,6.24297305316016,536.680323565679,1.32374655177383,2.03769156426895,1.44082643767212,3624,8.19560956728878,0.323319009991486,31.6458333333333,16.1833333333334,5221.55501012376
"2210_2915",8,2024,6.24297305316016,536.680323565679,1.32374655177383,2.03769156426895,1.44082643767212,3624,8.19560956728878,0.304574271830348,15.375,16.1833333333333,5221.55501012376
"2210_2920",9,2022,6.23143971059735,552.219763291493,1.19385950564655,0,1.85539333664107,4235,8.3513747067213,0.345218749550844,23.7083333333333,15.90625,7857.59078067493
"2210_2920",9,2023,6.23143971059735,552.219763291493,1.19385950564655,0,1.85539333664107,4235,8.3513747067213,0.328712351916858,34.2083333333333,15.90625,7857.59078067493
"2210_2920",9,2024,6.23143971059735,552.219763291493,1.19385950564655,0,1.85539333664107,4235,8.3513747067213,0.302889268175829,15.6458333333333,15.90625,7857.59078067493
"2210_2925",10,2022,6.21991685689766,549.14893716492,1.69813420665773,1.83333333333333,1.97199002750097,3145,8.05388708361822,0.391934541943235,24.2708333333333,15.6666666666667,6201.90863649055
"2210_2925",10,2023,6.21991685689766,549.14893716492,1.69813420665773,1.83333333333333,1.97199002750097,3145,8.05388708361822,0.378677472902101,35.25,15.6666666666667,6201.90863649055
"2210_2925",10,2024,6.21991685689766,549.14893716492,1.69813420665773,1.83333333333333,1.97199002750097,3145,8.05388708361822,0.348215912299,15.1875,15.6666666666666,6201.90863649055
"2210_2930",11,2022,6.20841445534752,518.791013710672,3.16076772050027,0,1.83047423553753,1926,7.56371966841437,0.415274780102425,24.375,15.4791666666667,3525.49337764528
"2210_2930",11,2023,6.20841445534752,518.791013710672,3.16076772050027,0,1.83047423553753,1926,7.56371966841437,0.410865700216903,36.3125,15.4791666666666,3525.49337764528
"2210_2930",11,2024,6.20841445534752,518.791013710672,3.16076772050027,0,1.83047423553753,1926,7.56371966841437,0.365429947165611,15.0625,15.4791666666667,3525.49337764528
"2215_2855",18,2022,6.27722173978411,577.89804323898,0.654723214041788,3,1.84732603279448,813,6.70196036600254,0.332708799650389,21.4791666666667,16.2854166666667,1501.87606466191
"2215_2855",18,2023,6.27722173978411,577.89804323898,0.654723214041788,3,1.84732603279448,813,6.70196036600254,0.316903778233026,27.5625,16.2854166666667,1501.87606466191
"2215_2855",18,2024,6.27722173978411,577.89804323898,0.654723214041788,3,1.84732603279448,813,6.70196036600254,0.296292282189199,16.4583333333333,16.2854166666667,1501.87606466191
"2215_2910",21,2022,6.24179544588299,577.360545450794,0.771626568900194,1,1.31827515400411,487,6.19031540585315,0.382890890014512,22.7291666666667,16.1791666666667,642.000000000002
"2215_2910",21,2023,6.24179544588299,577.360545450794,0.771626568900194,1,1.31827515400411,487,6.19031540585315,0.360507221422157,31.6041666666667,16.1791666666666,642.000000000002
"2215_2910",21,2024,6.24179544588299,577.360545450794,0.771626568900194,1,1.31827515400411,487,6.19031540585315,0.332488240641544,16.1458333333333,16.1791666666667,642.000000000002
"2215_2950",29,2022,6.14750012993504,568.30225576331,1.45927891730126,2.87245036714713,0,0,0,0.409232624371137,27.5416666666667,14.1291666666667,0
"2215_2950",29,2023,6.14750012993504,568.30225576331,1.45927891730126,2.87245036714713,0,0,0,0.39913844974993,46.1666666666667,14.1291666666666,0
"2215_2950",29,2024,6.14750012993504,568.30225576331,1.45927891730126,2.87245036714713,0,0,0,0.349955088446615,17.2083333333333,14.1291666666666,0
"2215_3040",38,2022,6.02846818448625,377.903309304779,0,0,1.98115725017149,2812,7.94200680848986,0.43804100066379,32.2708333333333,14.1458333333333,5571.01418748223
"2215_3040",38,2023,6.02846818448625,377.903309304779,0,0,1.98115725017149,2812,7.94200680848986,0.438946210495261,67.0833333333333,14.1458333333333,5571.01418748223
"2215_3040",38,2024,6.02846818448625,377.903309304779,0,0,1.98115725017149,2812,7.94200680848986,0.396453619316296,20.0625,14.1458333333334,5571.01418748223
"2215_3045",39,2022,6.01616625062801,369.021901070695,0,0,1.99169547468504,2416,7.79028238070348,0.47316254356493,32.7083333333333,14.2666666666667,4811.93626683906
"2215_3045",39,2023,6.01616625062801,369.021901070695,0,0,1.99169547468504,2416,7.79028238070348,0.460703506216185,69.3125,14.2666666666667,4811.93626683906
"2215_3045",39,2024,6.01616625062801,369.021901070695,0,0,1.99169547468504,2416,7.79028238070348,0.420419045388664,20.5416666666667,14.2666666666667,4811.93626683906
"2215_3050",40,2022,6.00399266101758,335.452114587875,0.00550167975933384,0,1.83755167978655,2787,7.93307977188041,0.472113878563263,31.75,14.4791666666667,5121.25653156512
"2215_3050",40,2023,6.00399266101758,335.452114587875,0.00550167975933384,0,1.83755167978655,2787,7.93307977188041,0.443086809934728,69.6458333333333,14.4791666666667,5121.25653156512
"2215_3050",40,2024,6.00399266101758,335.452114587875,0.00550167975933384,0,1.83755167978655,2787,7.93307977188041,0.430287215399934,20,14.4791666666666,5121.25653156512
"2215_3105",43,2022,5.96841744598397,284.383924586104,0.0169656292182948,0,1.76724515403504,2026,7.614312146452,0.577149190233756,31.6875,15.0166666666667,3580.43868207499
"2215_3105",43,2023,5.96841744598397,284.383924586104,0.0169656292182948,0,1.76724515403504,2026,7.614312146452,0.520938288122998,73.125,15.0166666666666,3580.43868207499
"2215_3105",43,2024,5.96841744598397,284.383924586104,0.0169656292182948,0,1.76724515403504,2026,7.614312146452,0.515006133681961,18.9166666666667,15.0166666666666,3580.43868207499
"2215_3110",44,2022,5.95693722961112,264.431369318239,0.000696766856353966,0,1.72398193859459,1388,7.23633934275434,0.54439792528672,32.4375,15.2,2392.88693076929
"2215_3110",44,2023,5.95693722961112,264.431369318239,0.000696766856353966,0,1.72398193859459,1388,7.23633934275434,0.50474136685474,75.6458333333333,15.2,2392.88693076929
"2215_3110",44,2024,5.95693722961112,264.431369318239,0.000696766856353966,0,1.72398193859459,1388,7.23633934275434,0.497314451635505,18.7916666666667,15.2,2392.88693076929
"2220_2910",48,2022,6.22908120839983,608.557330198742,0.229533898950451,1,1.60482540879318,245,5.50533153593236,0.356915678188913,21.9791666666667,15.9708333333333,393.182225154329
"2220_2910",48,2023,6.22908120839983,608.557330198742,0.229533898950451,1,1.60482540879318,245,5.50533153593236,0.338086686962057,32.125,15.9708333333334,393.182225154329
"2220_2910",48,2024,6.22908120839983,608.557330198742,0.229533898950451,1,1.60482540879318,245,5.50533153593236,0.307585274033893,15.875,15.9708333333333,393.182225154329
"2220_2955",57,2022,6.1201810384635,592.360645884717,2.65983884349267,0,1.33333333333333,3,1.38629436111989,0.431109853965443,29.875,13.60625,3.99999999999999
"2220_2955",57,2023,6.1201810384635,592.360645884717,2.65983884349267,0,1.33333333333333,3,1.38629436111989,0.421827008182732,54.7291666666667,13.60625,3.99999999999999
"2220_2955",57,2024,6.1201810384635,592.360645884717,2.65983884349267,0,1.33333333333333,3,1.38629436111989,0.38126052638862,19.6458333333333,13.60625,3.99999999999999
"2220_3000",58,2022,6.10825409852113,535.317521928297,6.2126637588542,3,1.84210526315789,19,2.99573227355399,0.394444728140937,30.5625,13.4458333333333,34.9999999999999
"2220_3000",58,2023,6.10825409852113,535.317521928297,6.2126637588542,3,1.84210526315789,19,2.99573227355399,0.400096764962028,56.6666666666667,13.4458333333333,34.9999999999999
"2220_3000",58,2024,6.10825409852113,535.317521928297,6.2126637588542,3,1.84210526315789,19,2.99573227355399,0.369574471005882,19.7083333333333,13.4458333333333,34.9999999999999
"2220_3040",66,2022,6.01051727751332,420.949863329249,2.05821257836068,0,0,0,0,0.435988793730097,33.8125,13.8395833333333,0
"2220_3040",66,2023,6.01051727751332,420.949863329249,2.05821257836068,0,0,0,0,0.442020271098008,70.4791666666667,13.8395833333334,0
"2220_3040",66,2024,6.01051727751332,420.949863329249,2.05821257836068,0,0,0,0,0.377928532447262,21.75,13.8395833333334,0
"2220_3045",67,2022,5.99776735270832,405.283872461602,2.84916310776661,1,2,1,0.693147180559945,0.459370253386419,33.9375,13.9958333333334,2
"2220_3045",67,2023,5.99776735270832,405.283872461602,2.84916310776661,1,2,1,0.693147180559945,0.463718992727179,72.125,13.9958333333334,2
"2220_3045",67,2024,5.99776735270832,405.283872461602,2.84916310776661,1,2,1,0.693147180559945,0.412004326609079,21.8541666666667,13.9958333333333,2
"2220_3050",68,2022,5.98513902999927,392.58212305543,1.60881714187555,2,0,0,0,0.475072618511657,33.875,14.1645833333334,0
"2220_3050",68,2023,5.98513902999927,392.58212305543,1.60881714187555,2,0,0,0,0.466245584642749,74.4791666666667,14.1645833333334,0
"2220_3050",68,2024,5.98513902999927,392.58212305543,1.60881714187555,2,0,0,0,0.462740411312762,21.7916666666667,14.1645833333334,0
"2220_3055",69,2022,5.97264878852355,358.091569744494,0.806613973446702,0,2,22,3.13549421592915,0.506278392426177,33.4791666666667,14.425,44
"2220_3055",69,2023,5.97264878852355,358.091569744494,0.806613973446702,0,2,22,3.13549421592915,0.508196285416959,74.2291666666667,14.425,44
"2220_3055",69,2024,5.97264878852355,358.091569744494,0.806613973446702,0,2,22,3.13549421592915,0.495952123725949,21.2916666666667,14.425,44
"2220_3100",70,2022,5.96031860781256,280.233663700136,2.33202144924543,2.93920900183565,1.70904536256482,2933,7.98412195870293,0.501022095561037,31.4583333333333,14.8979166666667,5012.63004840262
"2220_3100",70,2023,5.96031860781256,280.233663700136,2.33202144924543,2.93920900183565,1.70904536256482,2933,7.98412195870293,0.482411899837835,71.5416666666667,14.8979166666667,5012.63004840262
"2220_3100",70,2024,5.96031860781256,280.233663700136,2.33202144924543,2.93920900183565,1.70904536256482,2933,7.98412195870293,0.45608325218941,19.7708333333333,14.8979166666667,5012.63004840262
"2220_3105",71,2022,5.94816696793094,270.579477873125,0.081259357820404,2.07325180492117,1.75124551713031,3371,8.12326131912175,0.515818383933431,32.4166666666667,15.1020833333333,5903.44863824628
"2220_3105",71,2023,5.94816696793094,270.579477873125,0.081259357820404,2.07325180492117,1.75124551713031,3371,8.12326131912175,0.473689819832287,73.2916666666667,15.1020833333334,5903.44863824628
"2220_3105",71,2024,5.94816696793094,270.579477873125,0.081259357820404,2.07325180492117,1.75124551713031,3371,8.12326131912175,0.450565904113507,19.5625,15.1020833333334,5903.44863824628
"2220_3110",72,2022,5.93621342740959,227.400072774778,0.0970041695074644,2.2489489812716,1.78128608280181,4388,8.38685668968823,0.518737104413884,31.7916666666667,15.4,7816.28333133434
"2220_3110",72,2023,5.93621342740959,227.400072774778,0.0970041695074644,2.2489489812716,1.78128608280181,4388,8.38685668968823,0.472030910288607,72.375,15.4,7816.28333133434
"2220_3110",72,2024,5.93621342740959,227.400072774778,0.0970041695074644,2.2489489812716,1.78128608280181,4388,8.38685668968823,0.455541620890527,18.6458333333333,15.4,7816.28333133434
"2220_3115",73,2022,5.92448280281626,221.210468595754,0.0627125275323787,1.96038020381118,1.73103845260382,4580,8.42967259388674,0.541517722672719,32.5,15.51875,7928.1561129255
"2220_3115",73,2023,5.92448280281626,221.210468595754,0.0627125275323787,1.96038020381118,1.73103845260382,4580,8.42967259388674,0.482641661454441,74.4166666666667,15.51875,7928.1561129255
"2220_3115",73,2024,5.92448280281626,221.210468595754,0.0627125275323787,1.96038020381118,1.73103845260382,4580,8.42967259388674,0.46984272511739,18.2291666666667,15.51875,7928.1561129255
"2225_2845",74,2022,6.27780453214661,681.947656333926,0.336090661098591,0,2.16434209103687,573,6.35262939631957,0.368403974490587,20,15.94375,1240.16801816413
"2225_2845",74,2023,6.27780453214661,681.947656333926,0.336090661098591,0,2.16434209103687,573,6.35262939631957,0.324864228476894,26.25,15.94375,1240.16801816413
"2225_2845",74,2024,6.27780453214661,681.947656333926,0.336090661098591,0,2.16434209103687,573,6.35262939631957,0.351076441274437,16.4583333333333,15.94375,1240.16801816413
"2225_2850",75,2022,6.26561458358969,659.7596054595,0.751070443996546,0,2.10450245732706,894,6.79682371827486,0.34607639456134,19.9375,15.9770833333333,1881.42519685039
"2225_2850",75,2023,6.26561458358969,659.7596054595,0.751070443996546,0,2.10450245732706,894,6.79682371827486,0.308844279584346,27.1666666666667,15.9770833333333,1881.42519685039
"2225_2850",75,2024,6.26561458358969,659.7596054595,0.751070443996546,0,2.10450245732706,894,6.79682371827486,0.327613129518984,16.3333333333333,15.9770833333334,1881.42519685039
"2225_2855",76,2022,6.25338368629511,661.45685479489,0.784983076196146,2.75,2.01955746443226,614,6.42162226780652,0.349805098463464,20.4375,15.9666666666666,1240.00828316141
"2225_2855",76,2023,6.25338368629511,661.45685479489,0.784983076196146,2.75,2.01955746443226,614,6.42162226780652,0.326413841561237,28.7291666666667,15.9666666666666,1240.00828316141
"2225_2855",76,2024,6.25338368629511,661.45685479489,0.784983076196146,2.75,2.01955746443226,614,6.42162226780652,0.327780797270678,16.5416666666667,15.9666666666666,1240.00828316141
"2225_2910",79,2022,6.21637599619378,665.582165239644,0.428832534252687,3,1.98019801980198,101,4.62497281328427,0.362391203553285,22,15.7166666666666,200
"2225_2910",79,2023,6.21637599619378,665.582165239644,0.428832534252687,3,1.98019801980198,101,4.62497281328427,0.33608842893431,33.7291666666667,15.7166666666667,200
"2225_2910",79,2024,6.21637599619378,665.582165239644,0.428832534252687,3,1.98019801980198,101,4.62497281328427,0.299002225602552,16.25,15.7166666666667,200
"2225_2915",80,2022,6.20393426088049,677.618788243556,0.647879997686176,0,2.12005340010652,3402,8.1324126745009,0.353504333057029,22.2916666666667,15.53125,7212.42166716238
"2225_2915",80,2023,6.20393426088049,677.618788243556,0.647879997686176,0,2.12005340010652,3402,8.1324126745009,0.324015145853679,35.2083333333333,15.53125,7212.42166716238
"2225_2915",80,2024,6.20393426088049,677.618788243556,0.647879997686176,0,2.12005340010652,3402,8.1324126745009,0.288149243731919,15.9583333333333,15.53125,7212.42166716238
"2225_2920",81,2022,6.19147526390348,730.267667134278,0.547597606749279,0,1.5,18,2.94443897916644,0.40379421908229,23.9791666666667,15.1854166666667,27
"2225_2920",81,2023,6.19147526390348,730.267667134278,0.547597606749279,0,1.5,18,2.94443897916644,0.381308445696479,38.5208333333333,15.1854166666667,27
"2225_2920",81,2024,6.19147526390348,730.267667134278,0.547597606749279,0,1.5,18,2.94443897916644,0.320046205067049,16.5,15.1854166666666,27
"2225_3025",94,2022,6.03180636320004,476.518819021012,2.73532112564939,0,0,0,0,0.425925554369979,34.9166666666667,13.3166666666667,0
"2225_3025",94,2023,6.03180636320004,476.518819021012,2.73532112564939,0,0,0,0,0.413182581004844,68.9791666666667,13.3166666666667,0
"2225_3025",94,2024,6.03180636320004,476.518819021012,2.73532112564939,0,0,0,0,0.376874103556238,21.8125,13.3166666666666,0
"2225_3030",95,2022,6.0191412435882,453.913645914631,4.26119026758811,0,1,1,0.693147180559945,0.383182830425552,34.3958333333333,13.4291666666667,1
"2225_3030",95,2023,6.0191412435882,453.913645914631,4.26119026758811,0,1,1,0.693147180559945,0.378664295762946,69.6041666666667,13.4291666666667,1
"2225_3030",95,2024,6.0191412435882,453.913645914631,4.26119026758811,0,1,1,0.693147180559945,0.342719256900212,21.8958333333333,13.4291666666667,1
"2225_3045",98,2022,5.97921367240751,407.007361666568,2.95207845190297,3,1.92021361815754,149,5.01063529409626,0.422034840948952,34.3125,13.8520833333333,286.111829105473
"2225_3045",98,2023,5.97921367240751,407.007361666568,2.95207845190297,3,1.92021361815754,149,5.01063529409626,0.417007236038032,73.375,13.8520833333333,286.111829105473
"2225_3045",98,2024,5.97921367240751,407.007361666568,2.95207845190297,3,1.92021361815754,149,5.01063529409626,0.392205919874458,22.75,13.8520833333333,286.111829105473
"2225_3050",99,2022,5.96610930459966,368.736616175095,3.92233896262845,3,1.6113266583229,124,4.8283137373023,0.457129540402213,33.6875,14.1395833333333,199.80450563204
"2225_3050",99,2023,5.96610930459966,368.736616175095,3.92233896262845,3,1.6113266583229,124,4.8283137373023,0.43983813542736,73.3541666666667,14.1395833333334,199.80450563204
"2225_3050",99,2024,5.96610930459966,368.736616175095,3.92233896262845,3,1.6113266583229,124,4.8283137373023,0.418637815821153,22.0416666666667,14.1395833333333,199.80450563204
"2225_3055",100,2022,5.95313575912891,347.29447016793,2.34832539353963,3,1.89160839160839,305,5.72358510195238,0.518976534551289,33.5208333333333,14.3666666666667,576.940559440559
"2225_3055",100,2023,5.95313575912891,347.29447016793,2.34832539353963,3,1.89160839160839,305,5.72358510195238,0.509653035133743,74.1666666666667,14.3666666666667,576.940559440559
"2225_3055",100,2024,5.95313575912891,347.29447016793,2.34832539353963,3,1.89160839160839,305,5.72358510195238,0.487207296653147,21.6041666666667,14.3666666666666,576.940559440559
"2225_3100",101,2022,5.94031597717273,324.848547443913,0.902098919039584,3,1.95337284958935,257,5.55295958492162,0.519801342691993,33.3958333333333,14.6458333333333,502.016822344463
"2225_3100",101,2023,5.94031597717273,324.848547443913,0.902098919039584,3,1.95337284958935,257,5.55295958492162,0.521386776154617,74.1875,14.6458333333333,502.016822344463
"2225_3100",101,2024,5.94031597717273,324.848547443913,0.902098919039584,3,1.95337284958935,257,5.55295958492162,0.478658411809339,21.0208333333333,14.6458333333334,502.016822344463
"2225_3105",102,2022,5.92766935522839,319.609925317601,0.128224404464585,2.13103664381037,1.98931059634297,465,6.14418563412565,0.517500537062679,34.4583333333333,14.8708333333333,925.029427299481
"2225_3105",102,2023,5.92766935522839,319.609925317601,0.128224404464585,2.13103664381037,1.98931059634297,465,6.14418563412565,0.501074993815194,76.625,14.8708333333333,925.029427299481
"2225_3105",102,2024,5.92766935522839,319.609925317601,0.128224404464585,2.13103664381037,1.98931059634297,465,6.14418563412565,0.450715460168005,20.9583333333333,14.8708333333333,925.029427299481
"2225_3110",103,2022,5.91521650134492,288.87833669361,0.0972339742019351,2.00207248551969,1.96334973580795,1034,6.94215670569947,0.503179655371686,34.9166666666667,15.1958333333333,2030.10362682542
"2225_3110",103,2023,5.91521650134492,288.87833669361,0.0972339742019351,2.00207248551969,1.96334973580795,1034,6.94215670569947,0.473829323685858,76.625,15.1958333333333,2030.10362682542
"2225_3110",103,2024,5.91521650134492,288.87833669361,0.0972339742019351,2.00207248551969,1.96334973580795,1034,6.94215670569947,0.431500821783257,20.3125,15.1958333333333,2030.10362682542
"2225_3115",104,2022,5.90298360354967,254.289555293543,0.153236107481497,2,1.77788737060196,2111,7.65539064482615,0.517211532290672,34.3958333333333,15.4666666666666,3753.12023934074
"2225_3115",104,2023,5.90298360354967,254.289555293543,0.153236107481497,2,1.77788737060196,2111,7.65539064482615,0.479825204430355,74.7916666666667,15.4666666666667,3753.12023934074
"2225_3115",104,2024,5.90298360354967,254.289555293543,0.153236107481497,2,1.77788737060196,2111,7.65539064482615,0.449714592514775,18.8541666666667,15.4666666666666,3753.12023934074
"2230_2825",106,2022,6.31507055824889,741.363156464045,0.359299743275984,0,2.08847695612695,530,6.27476202124194,0.381314051270872,21.625,15.7583333333334,1106.89278674728
"2230_2825",106,2023,6.31507055824889,741.363156464045,0.359299743275984,0,2.08847695612695,530,6.27476202124194,0.356895402396533,26.4375,15.7583333333333,1106.89278674728
"2230_2825",106,2024,6.31507055824889,741.363156464045,0.359299743275984,0,2.08847695612695,530,6.27476202124194,0.36967500785173,18.3125,15.7583333333334,1106.89278674728
"2230_2830",107,2022,6.30353784368913,730.899031068852,0.219491446964746,0,1.9441617599066,857,6.75460409948796,0.395875424206316,21.4791666666667,15.78125,1666.14662823996
"2230_2830",107,2023,6.30353784368913,730.899031068852,0.219491446964746,0,1.9441617599066,857,6.75460409948796,0.35580514515846,27.6041666666667,15.78125,1666.14662823996
"2230_2830",107,2024,6.30353784368913,730.899031068852,0.219491446964746,0,1.9441617599066,857,6.75460409948796,0.354312726466595,18.3333333333333,15.78125,1666.14662823996
"2230_2835",108,2022,6.29123743506876,703.505276230717,0.347928715241748,0,2.03824483120468,830,6.72262979485545,0.396298373028627,20.2291666666667,15.8020833333333,1691.74320989988
"2230_2835",108,2023,6.29123743506876,703.505276230717,0.347928715241748,0,2.03824483120468,830,6.72262979485545,0.363280641109473,26.5208333333333,15.8020833333334,1691.74320989988
"2230_2835",108,2024,6.29123743506876,703.505276230717,0.347928715241748,0,2.03824483120468,830,6.72262979485545,0.358515957175631,17.1041666666667,15.8020833333334,1691.74320989988
"2230_2850",111,2022,6.25399758978094,688.632351673997,0.914244967672958,0,2.20263157894737,380,5.9427993751267,0.389476132581173,20.1458333333333,15.8520833333334,837.000000000001
"2230_2850",111,2023,6.25399758978094,688.632351673997,0.914244967672958,0,2.20263157894737,380,5.9427993751267,0.357657793503198,28.1041666666667,15.8520833333334,837.000000000001
"2230_2850",111,2024,6.25399758978094,688.632351673997,0.914244967672958,0,2.20263157894737,380,5.9427993751267,0.379443738339854,16.6458333333333,15.8520833333334,837.000000000001
"2230_2920",117,2022,6.17815092114983,758.128332162399,1.05565993899667,0,1.14285714285714,21,3.09104245335832,0.399688739728963,24,15.0416666666667,23.9999999999999
"2230_2920",117,2023,6.17815092114983,758.128332162399,1.05565993899667,0,1.14285714285714,21,3.09104245335832,0.398970181110159,40.125,15.0416666666667,23.9999999999999
"2230_2920",117,2024,6.17815092114983,758.128332162399,1.05565993899667,0,1.14285714285714,21,3.09104245335832,0.33319207412142,17.125,15.0416666666666,23.9999999999999
"2230_2930",119,2022,6.15253159166246,737.781995191779,0.528411261179443,0,2,3,1.38629436111989,0.418039391633155,26.3958333333333,14.6104166666666,6
"2230_2930",119,2023,6.15253159166246,737.781995191779,0.528411261179443,0,2,3,1.38629436111989,0.42467951717093,46.125,14.6104166666667,6
"2230_2930",119,2024,6.15253159166246,737.781995191779,0.528411261179443,0,2,3,1.38629436111989,0.376352759300343,18.1875,14.6104166666667,6
"2230_2935",120,2022,6.13971240904558,694.440498880907,0.70108027850254,0,1.78,50,3.93182563272433,0.417269827317107,25.9583333333333,14.41875,89
"2230_2935",120,2023,6.13971240904558,694.440498880907,0.70108027850254,0,1.78,50,3.93182563272433,0.409120822427904,46.5833333333333,14.41875,89
"2230_2935",120,2024,6.13971240904558,694.440498880907,0.70108027850254,0,1.78,50,3.93182563272433,0.361110228907807,18.2291666666667,14.41875,89
"2230_3010",127,2022,6.05065115647922,526.165172233637,3.48817445851536,3,2.31617647058824,136,4.91998092582813,0.424143254357525,34.1875,13.0833333333333,315.000000000001
"2230_3010",127,2023,6.05065115647922,526.165172233637,3.48817445851536,3,2.31617647058824,136,4.91998092582813,0.436145885037086,67.625,13.0833333333334,315.000000000001
"2230_3010",127,2024,6.05065115647922,526.165172233637,3.48817445851536,3,2.31617647058824,136,4.91998092582813,0.379859734345701,22.0625,13.0833333333333,315.000000000001
"2230_3040",133,2022,5.97422567033707,468.432508656722,3.37585326853916,0,2.2317880794702,151,5.02388052084628,0.39521195670647,37.5,13.3729166666667,337
"2230_3040",133,2023,5.97422567033707,468.432508656722,3.37585326853916,0,2.2317880794702,151,5.02388052084628,0.403625983507227,77.4375,13.3729166666666,337
"2230_3040",133,2024,5.97422567033707,468.432508656722,3.37585326853916,0,2.2317880794702,151,5.02388052084628,0.375248425538675,25.3958333333333,13.3729166666666,337
"2230_3045",134,2022,5.96051874141391,427.331456471033,1.57349051587902,3,1.52173913043478,299,5.7037824746562,0.413766578488458,36.0208333333333,13.6604166666666,454.999999999999
"2230_3045",134,2023,5.96051874141391,427.331456471033,1.57349051587902,3,1.52173913043478,299,5.7037824746562,0.429278990002365,75.75,13.6604166666666,454.999999999999
"2230_3045",134,2024,5.96051874141391,427.331456471033,1.57349051587902,3,1.52173913043478,299,5.7037824746562,0.400312055906955,24.3125,13.6604166666666,454.999999999999
"2230_3055",136,2022,5.93343598577179,386.348621614009,2.02279431418187,3,1.92612380747049,582,6.36818718635049,0.470682629567582,36.4375,14.075,1121.00405594783
