"","Name","lon","lat"
"162","0850_3005",30.124965,-8.874995
"163","0850_3010",30.208365,-8.874995
"164","0850_3015",30.291665,-8.874995
"165","0850_3020",30.374965,-8.874995
"166","0850_3025",30.458365,-8.874995
"167","0850_3030",30.541665,-8.874995
"168","0850_3035",30.624965,-8.874995
"169","0850_3040",30.708365,-8.874995
"170","0850_3045",30.791665,-8.874995
"171","0850_3050",30.874965,-8.874995
"172","0850_3055",30.958365,-8.874995
"173","0850_3100",31.041665,-8.874995
"174","0850_3105",31.124965,-8.874995
"175","0850_3110",31.208365,-8.874995
"176","0850_3115",31.291665,-8.874995
"177","0850_3120",31.374965,-8.874995
"178","0850_3125",31.458365,-8.874995
"179","0850_3130",31.541665,-8.874995
"180","0850_3135",31.624965,-8.874995
"181","0855_2850",28.874965,-8.958335
"182","0855_2855",28.958365,-8.958335
"183","0855_2900",29.041665,-8.958335
"184","0855_2905",29.124965,-8.958335
"185","0855_2910",29.208365,-8.958335
"186","0855_2915",29.291665,-8.958335
"187","0855_2920",29.374965,-8.958335
"188","0855_2925",29.458365,-8.958335
"189","0855_2930",29.541665,-8.958335
"190","0855_2935",29.624965,-8.958335
"191","0855_2940",29.708365,-8.958335
"192","0855_2945",29.791665,-8.958335
"193","0855_2950",29.874965,-8.958335
"194","0855_2955",29.958365,-8.958335
"195","0855_3000",30.041665,-8.958335
"196","0855_3005",30.124965,-8.958335
"197","0855_3010",30.208365,-8.958335
"198","0855_3015",30.291665,-8.958335
"199","0855_3020",30.374965,-8.958335
"200","0855_3025",30.458365,-8.958335
"201","0855_3030",30.541665,-8.958335
"202","0855_3035",30.624965,-8.958335
"203","0855_3040",30.708365,-8.958335
"204","0855_3045",30.791665,-8.958335
"205","0855_3050",30.874965,-8.958335
"206","0855_3055",30.958365,-8.958335
"207","0855_3100",31.041665,-8.958335
"208","0855_3105",31.124965,-8.958335
"209","0855_3110",31.208365,-8.958335
"210","0855_3115",31.291665,-8.958335
"211","0855_3120",31.374965,-8.958335
"212","0855_3125",31.458365,-8.958335
"213","0855_3130",31.541665,-8.958335
"214","0855_3135",31.624965,-8.958335
"215","0855_3140",31.708365,-8.958335
"216","0855_3145",31.791665,-8.958335
"217","0855_3150",31.874965,-8.958335
"218","0900_2845",28.791665,-9.041665
"219","0900_2850",28.874965,-9.041665
"220","0900_2855",28.958365,-9.041665
"221","0900_2900",29.041665,-9.041665
"222","0900_2905",29.124965,-9.041665
"223","0900_2910",29.208365,-9.041665
"224","0900_2915",29.291665,-9.041665
"225","0900_2920",29.374965,-9.041665
"226","0900_2925",29.458365,-9.041665
"227","0900_2930",29.541665,-9.041665
"228","0900_2935",29.624965,-9.041665
"229","0900_2940",29.708365,-9.041665
"230","0900_2945",29.791665,-9.041665
"231","0900_2950",29.874965,-9.041665
"232","0900_2955",29.958365,-9.041665
"233","0900_3000",30.041665,-9.041665
"234","0900_3005",30.124965,-9.041665
"235","0900_3010",30.208365,-9.041665
"236","0900_3015",30.291665,-9.041665
"237","0900_3020",30.374965,-9.041665
"238","0900_3025",30.458365,-9.041665
"239","0900_3030",30.541665,-9.041665
"240","0900_3035",30.624965,-9.041665
"241","0900_3040",30.708365,-9.041665
"242","0900_3045",30.791665,-9.041665
"243","0900_3050",30.874965,-9.041665
"244","0900_3055",30.958365,-9.041665
"245","0900_3100",31.041665,-9.041665
"246","0900_3105",31.124965,-9.041665
"247","0900_3110",31.208365,-9.041665
"248","0900_3115",31.291665,-9.041665
"249","0900_3120",31.374965,-9.041665
"250","0900_3125",31.458365,-9.041665
"251","0900_3130",31.541665,-9.041665
"252","0900_3135",31.624965,-9.041665
"253","0900_3140",31.708365,-9.041665
"254","0900_3145",31.791665,-9.041665
"255","0900_3150",31.874965,-9.041665
"256","0900_3155",31.958365,-9.041665
"257","0905_2840",28.708365,-9.124995
"258","0905_2845",28.791665,-9.124995
"259","0905_2850",28.874965,-9.124995
"260","0905_2855",28.958365,-9.124995
"261","0905_2900",29.041665,-9.124995
"262","0905_2905",29.124965,-9.124995
"263","0905_2910",29.208365,-9.124995
"264","0905_2915",29.291665,-9.124995
"265","0905_2920",29.374965,-9.124995
"266","0905_2925",29.458365,-9.124995
"267","0905_2930",29.541665,-9.124995
"268","0905_2935",29.624965,-9.124995
"269","0905_2940",29.708365,-9.124995
"270","0905_2945",29.791665,-9.124995
"271","0905_2950",29.874965,-9.124995
"272","0905_2955",29.958365,-9.124995
"273","0905_3000",30.041665,-9.124995
"274","0905_3005",30.124965,-9.124995
"275","0905_3010",30.208365,-9.124995
"276","0905_3015",30.291665,-9.124995
"277","0905_3020",30.374965,-9.124995
"278","0905_3025",30.458365,-9.124995
"279","0905_3030",30.541665,-9.124995
"280","0905_3035",30.624965,-9.124995
"281","0905_3040",30.708365,-9.124995
"282","0905_3045",30.791665,-9.124995
"283","0905_3050",30.874965,-9.124995
"284","0905_3055",30.958365,-9.124995
"285","0905_3100",31.041665,-9.124995
"286","0905_3105",31.124965,-9.124995
"287","0905_3110",31.208365,-9.124995
"288","0905_3115",31.291665,-9.124995
"289","0905_3120",31.374965,-9.124995
"290","0905_3125",31.458365,-9.124995
"291","0905_3130",31.541665,-9.124995
"292","0905_3135",31.624965,-9.124995
"293","0905_3140",31.708365,-9.124995
"294","0905_3145",31.791665,-9.124995
"295","0905_3150",31.874965,-9.124995
"296","0905_3155",31.958365,-9.124995
"297","0905_3200",32.041665,-9.124995
"298","0905_3205",32.124965,-9.124995
"299","0905_3210",32.208365,-9.124995
"300","0910_2835",28.624965,-9.208335
"301","0910_2840",28.708365,-9.208335
"302","0910_2845",28.791665,-9.208335
"303","0910_2850",28.874965,-9.208335
"304","0910_2855",28.958365,-9.208335
"305","0910_2900",29.041665,-9.208335
"306","0910_2905",29.124965,-9.208335
"307","0910_2910",29.208365,-9.208335
"308","0910_2915",29.291665,-9.208335
"309","0910_2920",29.374965,-9.208335
"310","0910_2925",29.458365,-9.208335
"311","0910_2930",29.541665,-9.208335
"312","0910_2935",29.624965,-9.208335
"313","0910_2940",29.708365,-9.208335
"314","0910_2945",29.791665,-9.208335
"315","0910_2950",29.874965,-9.208335
"316","0910_2955",29.958365,-9.208335
"317","0910_3000",30.041665,-9.208335
"318","0910_3005",30.124965,-9.208335
"319","0910_3010",30.208365,-9.208335
"320","0910_3015",30.291665,-9.208335
"321","0910_3020",30.374965,-9.208335
"322","0910_3025",30.458365,-9.208335
"323","0910_3030",30.541665,-9.208335
"324","0910_3035",30.624965,-9.208335
"325","0910_3040",30.708365,-9.208335
"326","0910_3045",30.791665,-9.208335
"327","0910_3050",30.874965,-9.208335
"328","0910_3055",30.958365,-9.208335
"329","0910_3100",31.041665,-9.208335
"330","0910_3105",31.124965,-9.208335
"331","0910_3110",31.208365,-9.208335
"332","0910_3115",31.291665,-9.208335
"333","0910_3120",31.374965,-9.208335
"334","0910_3125",31.458365,-9.208335
"335","0910_3130",31.541665,-9.208335
"336","0910_3135",31.624965,-9.208335
"337","0910_3140",31.708365,-9.208335
"338","0910_3145",31.791665,-9.208335
"339","0910_3150",31.874965,-9.208335
"340","0910_3155",31.958365,-9.208335
"341","0910_3200",32.041665,-9.208335
"342","0910_3205",32.124965,-9.208335
"343","0910_3210",32.208365,-9.208335
"344","0910_3215",32.291665,-9.208335
"345","0910_3220",32.374965,-9.208335
"346","0910_3225",32.458365,-9.208335
"347","0915_2825",28.458365,-9.291665
"348","0915_2830",28.541665,-9.291665
"349","0915_2835",28.624965,-9.291665
"350","0915_2840",28.708365,-9.291665
"351","0915_2845",28.791665,-9.291665
"352","0915_2850",28.874965,-9.291665
"353","0915_2855",28.958365,-9.291665
"354","0915_2900",29.041665,-9.291665
"355","0915_2905",29.124965,-9.291665
"356","0915_2910",29.208365,-9.291665
"357","0915_2915",29.291665,-9.291665
"358","0915_2920",29.374965,-9.291665
"359","0915_2925",29.458365,-9.291665
"360","0915_2930",29.541665,-9.291665
"361","0915_2935",29.624965,-9.291665
"362","0915_2940",29.708365,-9.291665
"363","0915_2945",29.791665,-9.291665
"364","0915_2950",29.874965,-9.291665
"365","0915_2955",29.958365,-9.291665
"366","0915_3000",30.041665,-9.291665
"367","0915_3005",30.124965,-9.291665
"368","0915_3010",30.208365,-9.291665
"369","0915_3015",30.291665,-9.291665
"370","0915_3020",30.374965,-9.291665
"371","0915_3025",30.458365,-9.291665
"372","0915_3030",30.541665,-9.291665
"373","0915_3035",30.624965,-9.291665
"374","0915_3040",30.708365,-9.291665
"375","0915_3045",30.791665,-9.291665
"376","0915_3050",30.874965,-9.291665
"377","0915_3055",30.958365,-9.291665
"378","0915_3100",31.041665,-9.291665
"379","0915_3105",31.124965,-9.291665
"380","0915_3110",31.208365,-9.291665
"381","0915_3115",31.291665,-9.291665
"382","0915_3120",31.374965,-9.291665
"383","0915_3125",31.458365,-9.291665
"384","0915_3130",31.541665,-9.291665
"385","0915_3135",31.624965,-9.291665
"386","0915_3140",31.708365,-9.291665
"387","0915_3145",31.791665,-9.291665
"388","0915_3150",31.874965,-9.291665
"389","0915_3155",31.958365,-9.291665
"390","0915_3200",32.041665,-9.291665
"391","0915_3205",32.124965,-9.291665
"392","0915_3210",32.208365,-9.291665
"393","0915_3215",32.291665,-9.291665
"394","0915_3220",32.374965,-9.291665
"395","0915_3225",32.458365,-9.291665
"396","0915_3230",32.541665,-9.291665
"397","0920_2830",28.541665,-9.374995
"398","0920_2835",28.624965,-9.374995
"399","0920_2840",28.708365,-9.374995
"400","0920_2845",28.791665,-9.374995
"401","0920_2850",28.874965,-9.374995
"402","0920_2855",28.958365,-9.374995
"403","0920_2900",29.041665,-9.374995
"404","0920_2905",29.124965,-9.374995
"405","0920_2910",29.208365,-9.374995
"406","0920_2915",29.291665,-9.374995
"407","0920_2920",29.374965,-9.374995
"408","0920_2925",29.458365,-9.374995
"409","0920_2930",29.541665,-9.374995
"410","0920_2935",29.624965,-9.374995
"411","0920_2940",29.708365,-9.374995
"412","0920_2945",29.791665,-9.374995
"413","0920_2950",29.874965,-9.374995
"414","0920_2955",29.958365,-9.374995
"415","0920_3000",30.041665,-9.374995
"416","0920_3005",30.124965,-9.374995
"417","0920_3010",30.208365,-9.374995
"418","0920_3015",30.291665,-9.374995
"419","0920_3020",30.374965,-9.374995
"420","0920_3025",30.458365,-9.374995
"421","0920_3030",30.541665,-9.374995
"422","0920_3035",30.624965,-9.374995
"423","0920_3040",30.708365,-9.374995
"424","0920_3045",30.791665,-9.374995
"425","0920_3050",30.874965,-9.374995
"426","0920_3055",30.958365,-9.374995
"427","0920_3100",31.041665,-9.374995
"428","0920_3105",31.124965,-9.374995
"429","0920_3110",31.208365,-9.374995
"430","0920_3115",31.291665,-9.374995
"431","0920_3120",31.374965,-9.374995
"432","0920_3125",31.458365,-9.374995
"433","0920_3130",31.541665,-9.374995
"434","0920_3135",31.624965,-9.374995
"435","0920_3140",31.708365,-9.374995
"436","0920_3145",31.791665,-9.374995
"437","0920_3150",31.874965,-9.374995
"438","0920_3155",31.958365,-9.374995
"439","0920_3200",32.041665,-9.374995
"440","0920_3205",32.124965,-9.374995
"441","0920_3210",32.208365,-9.374995
"442","0920_3215",32.291665,-9.374995
"443","0920_3220",32.374965,-9.374995
"444","0920_3225",32.458365,-9.374995
"445","0920_3230",32.541665,-9.374995
"446","0920_3235",32.624965,-9.374995
"447","0920_3240",32.708365,-9.374995
"448","0920_3245",32.791665,-9.374995
"449","0920_3255",32.958335,-9.375
"450","0920_3300",33.041665,-9.375
"451","0925_2835",28.624965,-9.458335
"452","0925_2840",28.708365,-9.458335
"453","0925_2845",28.791665,-9.458335
"454","0925_2850",28.874965,-9.458335
"455","0925_2855",28.958365,-9.458335
"456","0925_2900",29.041665,-9.458335
"457","0925_2905",29.124965,-9.458335
"458","0925_2910",29.208365,-9.458335
"459","0925_2915",29.291665,-9.458335
"460","0925_2920",29.374965,-9.458335
"461","0925_2925",29.458365,-9.458335
"462","0925_2930",29.541665,-9.458335
"463","0925_2935",29.624965,-9.458335
"464","0925_2940",29.708365,-9.458335
"465","0925_2945",29.791665,-9.458335
"466","0925_2950",29.874965,-9.458335
"467","0925_2955",29.958365,-9.458335
"468","0925_3000",30.041665,-9.458335
"469","0925_3005",30.124965,-9.458335
"470","0925_3010",30.208365,-9.458335
"471","0925_3015",30.291665,-9.458335
"472","0925_3020",30.374965,-9.458335
"473","0925_3025",30.458365,-9.458335
"474","0925_3030",30.541665,-9.458335
"475","0925_3035",30.624965,-9.458335
"476","0925_3040",30.708365,-9.458335
"477","0925_3045",30.791665,-9.458335
"478","0925_3050",30.874965,-9.458335
"479","0925_3055",30.958365,-9.458335
"480","0925_3100",31.041665,-9.458335
"481","0925_3105",31.124965,-9.458335
"482","0925_3110",31.208365,-9.458335
"483","0925_3115",31.291665,-9.458335
"484","0925_3120",31.374965,-9.458335
"485","0925_3125",31.458365,-9.458335
"486","0925_3130",31.541665,-9.458335
"487","0925_3135",31.624965,-9.458335
"488","0925_3140",31.708365,-9.458335
"489","0925_3145",31.791665,-9.458335
"490","0925_3150",31.874965,-9.458335
"491","0925_3155",31.958365,-9.458335
"492","0925_3200",32.041665,-9.458335
"493","0925_3205",32.124965,-9.458335
"494","0925_3210",32.208365,-9.458335
"495","0925_3215",32.291665,-9.458335
"496","0925_3220",32.374965,-9.458335
"497","0925_3225",32.458365,-9.458335
"498","0925_3230",32.541665,-9.458335
"499","0925_3235",32.624965,-9.458335
"500","0925_3240",32.708365,-9.458335
"501","0925_3245",32.791665,-9.458335
"502","0925_3250",32.874965,-9.458335
"503","0925_3255",32.958365,-9.458335
"504","0925_3300",33.041665,-9.458335
"505","0925_3305",33.125,-9.458335
"506","0925_3310",33.208335,-9.458335
"507","0925_3315",33.291665,-9.458335
"508","0925_3355",33.958335,-9.458335
"509","0925_3400",34.041665,-9.458335
"510","0930_2835",28.624965,-9.541665
"511","0930_2840",28.708365,-9.541665
"512","0930_2845",28.791665,-9.541665
"513","0930_2850",28.874965,-9.541665
"514","0930_2855",28.958365,-9.541665
"515","0930_2900",29.041665,-9.541665
"516","0930_2905",29.124965,-9.541665
"517","0930_2910",29.208365,-9.541665
"518","0930_2915",29.291665,-9.541665
"519","0930_2920",29.374965,-9.541665
"520","0930_2925",29.458365,-9.541665
"521","0930_2930",29.541665,-9.541665
"522","0930_2935",29.624965,-9.541665
"523","0930_2940",29.708365,-9.541665
"524","0930_2945",29.791665,-9.541665
"525","0930_2950",29.874965,-9.541665
"526","0930_2955",29.958365,-9.541665
"527","0930_3000",30.041665,-9.541665
"528","0930_3005",30.124965,-9.541665
"529","0930_3010",30.208365,-9.541665
"530","0930_3015",30.291665,-9.541665
"531","0930_3020",30.374965,-9.541665
"532","0930_3025",30.458365,-9.541665
"533","0930_3030",30.541665,-9.541665
"534","0930_3035",30.624965,-9.541665
"535","0930_3040",30.708365,-9.541665
"536","0930_3045",30.791665,-9.541665
"537","0930_3050",30.874965,-9.541665
"538","0930_3055",30.958365,-9.541665
"539","0930_3100",31.041665,-9.541665
"540","0930_3105",31.124965,-9.541665
"541","0930_3110",31.208365,-9.541665
"542","0930_3115",31.291665,-9.541665
"543","0930_3120",31.374965,-9.541665
"544","0930_3125",31.458365,-9.541665
"545","0930_3130",31.541665,-9.541665
"546","0930_3135",31.624965,-9.541665
"547","0930_3140",31.708365,-9.541665
"548","0930_3145",31.791665,-9.541665
"549","0930_3150",31.874965,-9.541665
"550","0930_3155",31.958365,-9.541665
"551","0930_3200",32.041665,-9.541665
"552","0930_3205",32.124965,-9.541665
"553","0930_3210",32.208365,-9.541665
"554","0930_3215",32.291665,-9.541665
"555","0930_3220",32.374965,-9.541665
"556","0930_3225",32.458365,-9.541665
"557","0930_3230",32.541665,-9.541665
"558","0930_3235",32.624965,-9.541665
"559","0930_3240",32.708365,-9.541665
"560","0930_3245",32.791665,-9.541665
"561","0930_3250",32.874965,-9.541665
"562","0930_3255",32.958365,-9.541665
"563","0930_3300",33.041665,-9.541665
"564","0930_3305",33.125,-9.541665
"565","0930_3310",33.208335,-9.541665
"566","0930_3315",33.291665,-9.541665
"567","0930_3320",33.375,-9.541665
"568","0930_3355",33.958335,-9.541665
"569","0930_3400",34.041665,-9.541665
"570","0930_3405",34.125,-9.541665
"571","0935_2840",28.708365,-9.624995
"572","0935_2845",28.791665,-9.624995
"573","0935_2850",28.874965,-9.624995
"574","0935_2855",28.958365,-9.624995
"575","0935_2900",29.041665,-9.624995
"576","0935_2905",29.124965,-9.624995
"577","0935_2910",29.208365,-9.624995
"578","0935_2915",29.291665,-9.624995
"579","0935_2920",29.374965,-9.624995
"580","0935_2925",29.458365,-9.624995
"581","0935_2930",29.541665,-9.624995
"582","0935_2935",29.624965,-9.624995
"583","0935_2940",29.708365,-9.624995
"584","0935_2945",29.791665,-9.624995
"585","0935_2950",29.874965,-9.624995
"586","0935_2955",29.958365,-9.624995
"587","0935_3000",30.041665,-9.624995
"588","0935_3005",30.124965,-9.624995
"589","0935_3010",30.208365,-9.624995
"590","0935_3015",30.291665,-9.624995
"591","0935_3020",30.374965,-9.624995
"592","0935_3025",30.458365,-9.624995
"593","0935_3030",30.541665,-9.624995
"594","0935_3035",30.624965,-9.624995
"595","0935_3040",30.708365,-9.624995
"596","0935_3045",30.791665,-9.624995
"597","0935_3050",30.874965,-9.624995
"598","0935_3055",30.958365,-9.624995
"599","0935_3100",31.041665,-9.624995
"600","0935_3105",31.124965,-9.624995
"601","0935_3110",31.208365,-9.624995
"602","0935_3115",31.291665,-9.624995
"603","0935_3120",31.374965,-9.624995
"604","0935_3125",31.458365,-9.624995
"605","0935_3130",31.541665,-9.624995
"606","0935_3135",31.624965,-9.624995
"607","0935_3140",31.708365,-9.624995
"608","0935_3145",31.791665,-9.624995
"609","0935_3150",31.874965,-9.624995
"610","0935_3155",31.958365,-9.624995
"611","0935_3200",32.041665,-9.624995
"612","0935_3205",32.124965,-9.624995
"613","0935_3210",32.208365,-9.624995
"614","0935_3215",32.291665,-9.624995
"615","0935_3220",32.374965,-9.624995
"616","0935_3225",32.458365,-9.624995
"617","0935_3230",32.541665,-9.624995
"618","0935_3235",32.624965,-9.624995
"619","0935_3240",32.708365,-9.624995
"620","0935_3245",32.791665,-9.624995
"621","0935_3250",32.874965,-9.624995
"622","0935_3255",32.958365,-9.624995
"623","0935_3300",33.041665,-9.625
"624","0935_3305",33.125,-9.625
"625","0935_3310",33.208335,-9.625
"626","0935_3315",33.291665,-9.625
"627","0935_3320",33.375,-9.625
"628","0935_3325",33.458335,-9.625
"629","0935_3330",33.541665,-9.625
"630","0935_3335",33.625,-9.625
"631","0935_3340",33.708335,-9.625
"632","0935_3345",33.791665,-9.625
"633","0935_3350",33.875,-9.625
"634","0935_3355",33.958335,-9.625
"635","0935_3400",34.041665,-9.625
"636","0935_3405",34.125,-9.625
"637","0935_3410",34.208335,-9.625
"638","0940_2840",28.708365,-9.708335
"639","0940_2845",28.791665,-9.708335
"640","0940_2850",28.874965,-9.708335
"641","0940_2855",28.958365,-9.708335
"642","0940_2900",29.041665,-9.708335
"643","0940_2905",29.124965,-9.708335
"644","0940_2910",29.208365,-9.708335
"645","0940_2915",29.291665,-9.708335
"646","0940_2920",29.374965,-9.708335
"647","0940_2925",29.458365,-9.708335
"648","0940_2930",29.541665,-9.708335
"649","0940_2935",29.624965,-9.708335
"650","0940_2940",29.708365,-9.708335
"651","0940_2945",29.791665,-9.708335
"652","0940_2950",29.874965,-9.708335
"653","0940_2955",29.958365,-9.708335
"654","0940_3000",30.041665,-9.708335
"655","0940_3005",30.124965,-9.708335
"656","0940_3010",30.208365,-9.708335
"657","0940_3015",30.291665,-9.708335
"658","0940_3020",30.374965,-9.708335
"659","0940_3025",30.458365,-9.708335
"660","0940_3030",30.541665,-9.708335
"661","0940_3035",30.624965,-9.708335
"662","0940_3040",30.708365,-9.708335
"663","0940_3045",30.791665,-9.708335
"664","0940_3050",30.874965,-9.708335
"665","0940_3055",30.958365,-9.708335
"666","0940_3100",31.041665,-9.708335
"667","0940_3105",31.124965,-9.708335
"668","0940_3110",31.208365,-9.708335
"669","0940_3115",31.291665,-9.708335
"670","0940_3120",31.374965,-9.708335
"671","0940_3125",31.458365,-9.708335
"672","0940_3130",31.541665,-9.708335
"673","0940_3135",31.624965,-9.708335
"674","0940_3140",31.708365,-9.708335
"675","0940_3145",31.791665,-9.708335
"676","0940_3150",31.874965,-9.708335
"677","0940_3155",31.958365,-9.708335
"678","0940_3200",32.041665,-9.708335
"679","0940_3205",32.124965,-9.708335
"680","0940_3210",32.208365,-9.708335
"681","0940_3215",32.291665,-9.708335
"682","0940_3220",32.374965,-9.708335
"683","0940_3225",32.458365,-9.708335
"684","0940_3230",32.541665,-9.708335
"685","0940_3235",32.624965,-9.708335
"686","0940_3240",32.708365,-9.708335
"687","0940_3245",32.791665,-9.708335
"688","0940_3250",32.874965,-9.708335
"689","0940_3255",32.958365,-9.708335
"690","0940_3300",33.041665,-9.708335
"691","0940_3305",33.124965,-9.708335
"692","0940_3310",33.208365,-9.708335
"693","0940_3315",33.291665,-9.708335
"694","0940_3320",33.375,-9.708335
"695","0940_3325",33.458335,-9.708335
"696","0940_3330",33.541665,-9.708335
"697","0940_3335",33.625,-9.708335
"698","0940_3340",33.708335,-9.708335
"699","0940_3345",33.791665,-9.708335
"700","0940_3350",33.875,-9.708335
